Web ID,Region of Incident,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death Consolidated,Cause of Death,Information Source,Migration Route,UNSD Geographical Grouping,Source Quality,Lat,Long
51935,Central America,03/08/2019,2019,Aug,1,,1,,,1,,Train,Hit by train,"Excélsior, El Heraldo de Saltillo, Diario de México",,Northern America,5,28.62490287,-100.1581292
51936,Central America,03/08/2019,2019,Aug,1,,1,,,1,,Train,Hit by train,"Al Calor Político, XEU Noticias",,Northern America,1,26.16620417,-98.33567775
51914,Central America,02/08/2019,2019,Aug,1,,1,,,1,,Medical,Cardiac arrest,"Fiscalía General del Estado, ADN Cuba, Debate",,Central America,3,27.47945746,-99.47908489
51917,US-Mexico Border,02/08/2019,2019,Aug,1,,1,,,1,,Dehydration,Dehydration,"La Rancherita del Aire, Zócalo",,Central America,5,14.9055567,-92.2634136
51913,US-Mexico Border,02/08/2019,2019,Aug,1,,1,,,1,,Drowning,Drowning,"La Jornada, Vox Pópuli, El Mañana",,Central America,3,26.1379275,-98.33508332
51915,US-Mexico Border,02/08/2019,2019,Aug,1,,1,1,,1,,Drowning,Drowning,"Excélsior, Milenio",,Central America,3,26.14308641,-98.32897453
51916,US-Mexico Border,02/08/2019,2019,Aug,1,,1,,,1,,Drowning,Drowning,"Multimedios, Milenio",,Northern America,3,28.90896181,-100.6001072
51934,Mediterranean,02/08/2019,2019,Aug,1,,1,,,,,Drowning,Drowning,Association Marocaine des Droits Humains - Section Nador,Western Mediterranean,Uncategorized,4,35.2444308,-3.171523489
51983,Mediterranean,02/08/2019,2019,Aug,1,,1,,,1,,Drowning,Drowning,"El Faro de Ceuta, Ceuta TV",Western Mediterranean,Uncategorized,3,35.8928328,-5.281629242
51912,US-Mexico Border,01/08/2019,2019,Aug,1,,1,,,1,,Drowning,Drowning,"La Jornada, Vox Pópuli",,Northern America,5,32.34823,-108.7454867
51911,US-Mexico Border,01/08/2019,2019,Aug,1,,1,1,,1,,Medical,Sickness,US Border Patrol,,Central America,3,27.47661977,-99.48180895
51908,US-Mexico Border,31/07/2019,2019,Jul,1,,1,,,1,,Dehydration,Dehydration,"La Rancherita del Aire, Zócalo",,Central America,4,25.40610576,-101.0238179
51910,Europe,31/07/2019,2019,Jul,1,,1,,,,,Train,Hit by train,"AP, ANSA",,Northern America,3,28.78804684,-100.3993401
51932,Central America,31/07/2019,2019,Jul,1,,1,,,1,,Train,Hit by train,"Imagen del Golfo, Al Calor Político",Western Balkans,Southern Europe,3,45.18865938,15.7926599
51906,Central America,31/07/2019,2019,Jul,1,,1,9,,1,,Shot,Shot,Casa del Migrante de Saltillo,Western Balkans,Southern Europe,3,44.81953271,15.88667563
51909,Europe,31/07/2019,2019,Jul,1,,1,,,1,,Unknown,Unknown,"AP, ANSA",,Central America,3,18.12294711,-94.42841781
51933,US-Mexico Border,31/07/2019,2019,Jul,2,,2,,,,,Unknown,Unknown,Brooks County Sheriff's Office via Breitbart News,,Northern America,1,27.08111754,-98.20017119
51905,Horn of Africa,30/07/2019,2019,Jul,,15,15,78,,,,Dehydration,"Dehydration, Starvation, Drowning",IOM Yemen,,Western Asia,4,12.66687054,44.74028681
51903,US-Mexico Border,29/07/2019,2019,Jul,1,,1,1,1,,,Drowning,Drowning,"El Paso Police Department, El Paso Times, El Diario, Prensa Libre",,Northern America,5,31.71082298,-106.368404
51904,US-Mexico Border,29/07/2019,2019,Jul,1,,1,2,,1,,Drowning,Drowning,"La Voz de Coahuila, El Siglo de Torreón",,Central America,3,29.24376363,-100.7954254
51931,US-Mexico Border,29/07/2019,2019,Jul,1,,1,,,,,Unknown,Unknown (skeletal remains),Brooks County Sheriff's Office via Breitbart News,,Northern America,1,27.00907065,-98.07652512
51892,Europe,28/07/2019,2019,Jul,1,,1,,,1,,Drowning,Drowning,E-Evros,,Southern Europe,1,40.84000224,26.2156557
51902,US-Mexico Border,28/07/2019,2019,Jul,1,,1,,,1,,Drowning,Drowning,"Vox Pópuli, Milenio",,Central America,3,27.47169639,-99.48304204
51930,US-Mexico Border,28/07/2019,2019,Jul,1,,1,,,1,,Unknown,Unknown,Brooks County Sheriff's Office via Breitbart News,,Northern America,1,27.27682624,-98.0614688
51901,US-Mexico Border,27/07/2019,2019,Jul,1,,1,1,1,,,Dehydration,Dehydration,KYMA,,Northern America,1,32.40353253,-113.7058439
51943,US-Mexico Border,27/07/2019,2019,Jul,4,,4,,,,,Drowning,Drowning,Desert Sun,,Northern America,1,32.75703748,-115.566392
51894,Mediterranean,25/07/2019,2019,Jul,69,81,150,134,,,,Drowning,Drowning,"IOM Libya, UNHCR Libya, MSF",Central Mediterranean,Uncategorized,4,32.83443272,14.62434403
51895,US-Mexico Border,25/07/2019,2019,Jul,1,,1,,,1,,Drowning,Drowning,"El Mañana, Zócalo, Noticias al Día",,Northern America,3,26.05420004,-98.14173903
51890,Mediterranean,24/07/2019,2019,Jul,1,,1,,,1,,Drowning,Drowning,Salua El Omari,Western Mediterranean,Uncategorized,1,35.30340786,-3.9257959
52404,US-Mexico Border,24/07/2019,2019,Jul,1,,1,,,1,,Unknown,Unknown,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,32.0577019,-112.1430215
51888,Mediterranean,23/07/2019,2019,Jul,1,,1,,,1,,Drowning,Drowning,"Europa Press, El Faro de Ceuta",Western Mediterranean,Uncategorized,3,35.87267129,-5.340692228
51889,Mediterranean,23/07/2019,2019,Jul,,1,1,8,1,,1,Drowning,Drowning,"Turkish Coast Guard via IOM Turkey, Alarm Phone, Daily Sabah",Eastern Mediterranean,Uncategorized,5,36.94326556,27.40330305
51929,US-Mexico Border,23/07/2019,2019,Jul,1,,1,,,1,,Unknown,Unknown,Brooks County Sheriff's Office via Breitbart News,,Northern America,1,26.92955224,-98.24209446
51893,US-Mexico Border,22/07/2019,2019,Jul,2,,2,,1,1,,Dehydration,Dehydration,Águilas del Desierto via Phoenix New Times,,Northern America,1,31.99455463,-112.0060834
51900,Mediterranean,22/07/2019,2019,Jul,,1,1,,,1,,Drowning,Presumed drowning,El Faro de Ceuta,Western Mediterranean,Uncategorized,1,35.87074124,-5.341660207
52402,US-Mexico Border,22/07/2019,2019,Jul,1,,1,,1,,,Hyperthermia,Probable hyperthermia,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,32.3739785,-111.4572533
52401,US-Mexico Border,22/07/2019,2019,Jul,1,,1,,,1,,Unknown,Unknown,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,32.3318032,-112.5245093
52403,US-Mexico Border,22/07/2019,2019,Jul,1,,1,,,1,,Unknown,Unknown,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,32.1292079,-111.1469477
52400,US-Mexico Border,22/07/2019,2019,Jul,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,32.1292079,-111.1469477
51887,US-Mexico Border,21/07/2019,2019,Jul,1,,1,,,1,,Drowning,Drowning,"La Rancherita del Aire, Zócalo",,Northern America,3,28.71558085,-100.3943642
51881,Europe,20/07/2019,2019,Jul,1,,1,,,1,,Train,Hit by train,"Refugee Support Aegean,  Efsyn",,Central America,3,31.7380543,-106.4562579
51942,US-Mexico Border,20/07/2019,2019,Jul,1,,1,,,1,,Hypothermia,Hypothermia,The San Diego Union Tribune,,Southern Europe,4,40.6400629,22.9444191
51882,US-Mexico Border,20/07/2019,2019,Jul,1,,1,2,1,,1,Medical,Multiple organ failure,"La Prensa de Monclova, El Diario de Coahuila, Zócalo",,Central America,3,28.661188,-100.5406864
51880,US-Mexico Border,20/07/2019,2019,Jul,1,,1,,,1,,Medical,Sickness and lack of access to medicines,"El Diario, Reforma",,Northern America,1,32.75680046,-115.6433889
51963,US-Mexico Border,20/07/2019,2019,Jul,1,,1,,,1,,Unknown,Unknown,"CONAMIGUA, Todo Nocitas",,Northern America,5,33.17990606,-112.2415788
52399,US-Mexico Border,20/07/2019,2019,Jul,1,,1,,,1,,Unknown,Unknown,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,32.5735732,-111.9179447
51886,Central America,19/07/2019,2019,Jul,1,,1,,,1,,Shot,Shot,"XEVA Noticias, El Piñero",,South America,3,31.7300671,-106.4832893
51879,US-Mexico Border,19/07/2019,2019,Jul,1,,1,,,1,,Violence,Stabbed,"Noticiero Universal, Periódico Cubano",,Central America,3,17.25872842,-91.01268891
52398,US-Mexico Border,19/07/2019,2019,Jul,1,,1,,,,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,31.5355483,-111.3862715
51878,US-Mexico Border,18/07/2019,2019,Jul,1,,1,,,1,,Drowning,Drowning,"López Doriga, El Mercurio de Tamaulipas",,Western Asia,3,38.74964,43.613323
51877,South America,18/07/2019,2019,Jul,1,,1,1,,,,Vehicle,Hit by truck,"El Nacional, La Opinión, El Periodiquito",,South America,3,7.37823,-72.6503369
51928,US-Mexico Border,18/07/2019,2019,Jul,1,,1,,,1,,Unknown,Unknown,Brooks County Sheriff's Office via Breitbart,,Central America,3,25.981681,-98.0796846
51876,Middle East,18/07/2019,2019,Jul,16,,16,50,6,6,5,Vehicle,Vehicle Accident,"Daily Sabah, L'Orient Le Jour, Sabah",,Northern America,1,27.13759256,-98.23038359
51875,South Asia,17/07/2019,2019,Jul,1,,1,,,1,,Shot,Shot,"Pakistan Today, Daily Balochistan Express",,South Asia,3,26.0953381,61.8462235
51927,US-Mexico Border,17/07/2019,2019,Jul,1,,1,,1,,,Unknown,Unknown,Brooks County Sheriff's Office via Breitbart,,Northern America,1,26.9858555,-98.19771805
51867,US-Mexico Border,16/07/2019,2019,Jul,1,,1,,,1,,Drowning,Drowning,Zócalo,,Northern America,1,28.70531497,-100.5116137
51868,US-Mexico Border,16/07/2019,2019,Jul,2,,2,,,2,,Drowning,Drowning,"Zócalo, Noticias del Sol de la Laguna, El Universal",,Central America,3,29.44792972,-101.0599312
51869,Mediterranean,16/07/2019,2019,Jul,1,,1,73,1,,,Drowning,Drowning,"Caminando Fronteras, Alarm Phone",Western Mediterranean,Uncategorized,4,36.19637945,-2.45277036
52396,US-Mexico Border,15/07/2019,2019,Jul,1,,1,,,,,Hyperthermia,Probable hyperthermia,Pima County Office of the Medical Examiner,,Northern America,1,26.97579299,-98.18707505
52397,US-Mexico Border,15/07/2019,2019,Jul,1,,1,,,1,,Hyperthermia,Probable hyperthermia,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,32.0577019,-112.1430215
51926,US-Mexico Border,15/07/2019,2019,Jul,1,,1,,,,,Unknown,Unknown,Brooks County Sheriff's Office via Breitbart News,Central America to US,Northern America,5,31.7972562,-111.8134088
51866,US-Mexico Border,14/07/2019,2019,Jul,1,,1,,,1,,Drowning,Drowning,"El Sol de Tampico, Hoy Tamaulipas",,Northern America,3,25.90096211,-97.5256331
51925,US-Mexico Border,14/07/2019,2019,Jul,1,,1,,,1,,Unknown,Unknown,Brooks County Sheriff's Office via Breitbart News,,Northern America,1,27.20858823,-98.23862334
52395,US-Mexico Border,13/07/2019,2019,Jul,1,,1,,,1,,Hyperthermia,Probable hyperthermia,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,32.0577019,-112.1430215
51853,US-Mexico Border,12/07/2019,2019,Jul,1,,1,,,1,,Drowning,Drowning,"El Mañana, El Sol de Tampico",,Central America,3,26.13682914,-98.33752927
52393,US-Mexico Border,12/07/2019,2019,Jul,1,,1,,,1,,Hyperthermia,Probable hyperthermia,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,32.3318032,-112.5245093
52394,US-Mexico Border,12/07/2019,2019,Jul,1,,1,,,1,,Hyperthermia,Probable hyperthermia,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,32.0577019,-112.1430215
51885,Central America,11/07/2019,2019,Jul,1,,1,,,1,,Train,Hit by train,"Imagen del Golfo, Qhubochano",,Central America,3,18.02321967,-94.64177352
51924,US-Mexico Border,11/07/2019,2019,Jul,1,,1,,1,,,Unknown,Unknown,Brooks County Sheriff's Office via Breitbart News,,Northern America,1,27.06785184,-98.07309189
51849,US-Mexico Border,09/07/2019,2019,Jul,1,,1,,,1,,Unknown,Unknown,Zócalo,,Central America,1,28.7009447,-100.514561
51847,US-Mexico Border,08/07/2019,2019,Jul,1,,1,,,1,,Drowning,Drowning,"Uni Mexicali, El Imparcial, Radio Patr",,Central America,3,32.7053029,-114.7288298
51850,South America,08/07/2019,2019,Jul,1,,1,,,1,,Vehicle,Presumed vehicle accident,"Diario Peru	",,Caribbean,3,19.5594332,-70.8693486
51848,Caribbean,08/07/2019,2019,Jul,8,,8,8,3,5,,Vehicle,Vehicle Accident,"Listin Diario, EFE, Noticias Sin	",,South America,3,-5.2273198,-80.6550001
51884,US-Mexico Border,07/07/2019,2019,Jul,1,,1,,,1,,Dehydration,Dehydration,Brooks County Sheriff's Office via Breitbart News,,Northern America,1,27.25344977,-98.25433289
52392,US-Mexico Border,07/07/2019,2019,Jul,1,,1,,,1,,Hypothermia,Probable hypothermia,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,32.0577019,-112.1430215
51923,Europe,06/07/2019,2019,Jul,1,,1,2,,1,,Drowning,Drowning,"Calais Migrant Solidarity, La Voix du Nord",,Western Europe,4,51.70884217,4.396572521
51830,Europe,06/07/2019,2019,Jul,1,,1,7,,1,,Fall,Fell from truck,"Calais Migrant Solidarity, NOS, Hart van Nederland",,Central America,3,18.76965929,-95.74483462
51846,Central America,06/07/2019,2019,Jul,1,,1,4,,1,,Violence,"Tortured, Murdered","Movimiento Migrante Mesoamericano, Proceso",,Northern America,4,18.8776584,-98.7739324
52390,US-Mexico Border,06/07/2019,2019,Jul,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,,Western Europe,4,51.05190084,2.399199796
51831,Central America,06/07/2019,2019,Jul,1,,1,9,1,,,Vehicle,Vehicle Accident,"El Imparcial, Telediario",Central America to US,Northern America,5,32.057499,-111.6660725
51852,US-Mexico Border,05/07/2019,2019,Jul,,1,1,,,1,,Medical,Sickness and lack of access to medicines,"Bexar County Sheriff's Office, CBS",Central America to US,Northern America,5,32.2429301,-110.9462013
51829,US-Mexico Border,05/07/2019,2019,Jul,1,,1,36,,1,,Unknown,Unknown,US Border Patrol,,Northern America,5,29.20782774,-98.50749636
51828,US-Mexico Border,04/07/2019,2019,Jul,1,,1,,1,,,Unknown,Unknown,"El Diario, Norte Digital",Central America to US,Central America,3,31.77301972,-106.7012097
51883,US-Mexico Border,04/07/2019,2019,Jul,1,,1,3,,1,,Vehicle,Vehicle Accident,"Diario19, CBS4",,Northern America,3,31.76296492,-106.4460777
51821,Mediterranean,03/07/2019,2019,Jul,83,,83,3,4,9,1,Drowning,"Presumed drowning, Hypothermia",IOM Tunisia,Central Mediterranean,Uncategorized,4,33.61868202,11.4397119
51874,US-Mexico Border,03/07/2019,2019,Jul,1,,1,,1,,,Unknown,Unknown,Brooks County Sheriff's Office via Breitbart News,,Northern America,1,27.0250973,-98.1383995
52388,US-Mexico Border,03/07/2019,2019,Jul,1,,1,,,,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,32.004629,-113.2251218
52389,US-Mexico Border,03/07/2019,2019,Jul,1,,1,,,1,,Unknown,Unknown (skeletal remains),Pima County Office of the Medical Examiner,Central America to US,Northern America,5,32.057499,-111.6660725
51819,Central America,02/07/2019,2019,Jul,1,,1,1,1,,,Unknown,Unknown,"La Tribuna, El Heraldo, Proceso",,Central America,3,16.7516009,-93.1029939
51922,Sub-Saharan Africa,02/07/2019,2019,Jul,2,,2,,,,,Unknown,Unknown (mummified remains),"IOM Mali, Malian Red Cross of Tessalit",,Western Africa,4,20.93361311,0.820411788
51817,Sub-Saharan Africa,01/07/2019,2019,Jul,1,,1,,,1,1,Drowning,Drowning,"IOM Madagascar, Préfecture de Mayotte, Le Parisien, Franceinfo",,Eastern Africa,5,-12.778757,45.2952266
52387,US-Mexico Border,01/07/2019,2019,Jul,1,,1,,,1,,Hypothermia,Hypothermia,Pima County Office of the Medical Examiner,Central America to US,Northern America,5,29.7696231,-101.2523792
51818,US-Mexico Border,01/07/2019,2019,Jul,1,,1,8,,1,1,Drowning,Presumed drowning,"US Border Patrol, El Diario de Coahuila	",Central America to US,Northern America,5,31.7718019,-111.9242651
51814,US-Mexico Border,30/06/2019,2019,Jun,1,,1,,,1,,Accident,Injuries after falling from border wall,"US Border Patrol	",Central America to US,Northern America,5,26.186448,-98.2207185
51816,Europe,30/06/2019,2019,Jun,1,,1,,,1,,Unknown,Plane stowaway,"Metropolitan Police, The New York Times		",Central America to US,Northern America,5,31.3332288,-110.9380079
51812,US-Mexico Border,30/06/2019,2019,Jun,1,,1,1,,1,,Unknown,Unknown,US Border Patrol,,Western Europe,5,51.46378426,-0.157933543
51813,Mediterranean,29/06/2019,2019,Jun,1,,1,,,1,,Drowning,Presumed drowning,"Association Marocaine des Droits Humains - Section Nador		",Western Mediterranean,Uncategorized,4,35.1158665,-2.7222487
51845,US-Mexico Border,29/06/2019,2019,Jun,1,,1,,,,,Unknown,Unknown,Pima County Office of the Medical Examiner,,Northern America,5,32.3318032,-112.5245093
51873,US-Mexico Border,29/06/2019,2019,Jun,1,,1,,,1,,Unknown,Unknown,Brooks County Sheriff's Office via Breitbart News,,Northern America,1,27.0250973,-98.1383995
51810,North Africa,27/06/2019,2019,Jun,6,,6,36,2,,1,Drowning,Drowning,"Le360ma, El Día, Huffington Post",Western African,Western Africa,3,29.34790318,-10.20255994
51811,US-Mexico Border,27/06/2019,2019,Jun,1,,1,,,1,,Drowning,Drowning,"UniMexicali, El Sol de Tijuana",Central America to US,Central America,3,32.70568807,-114.7290891
51800,Central America,26/06/2019,2019,Jun,1,,1,1,1,,,Train,Hit by train,"El Universal, Publimetro",Central America to US,Northern America,3,31.5676869,-106.2437563
51803,Central America,26/06/2019,2019,Jun,1,,1,,1,,,Train,Hit by train,"Tabasco Hoy, Diario Presente, Movimiento Migrante Mesoamericano, El Heraldo",,Central America,3,20.3899429,-99.6962028
51798,US-Mexico Border,26/06/2019,2019,Jun,1,,1,,1,,,Drowning,Presumed drowning,"El Universal, Prensa Libre",,Central America,3,17.5715573,-92.8321412
51804,Middle East,26/06/2019,2019,Jun,10,,10,30,,,,Vehicle,Vehicle Accident,"Daily Sabah, Reuters, Hürriyet",,Western Asia,3,41.657821,26.5041935
51809,US-Mexico Border,25/06/2019,2019,Jun,1,,1,,,1,,Drowning,Drowning,US Border Patrol,Central America to US,Northern America,5,28.71432197,-100.5071559
51844,US-Mexico Border,25/06/2019,2019,Jun,1,,1,,,,,Unknown,Unknown,Pima County Office of the Medical Examiner,,Northern America,5,32.057499,-111.6660725
51872,US-Mexico Border,25/06/2019,2019,Jun,1,,1,,,1,,Unknown,Unknown,Brooks County Sheriff's Office via Breitbart News,,Northern America,1,27.0250973,-98.1383995
51807,US-Mexico Border,24/06/2019,2019,Jun,2,,2,1,1,1,2,Drowning,Drowning,"El Universal, La Prensa, The Guardian, La Vanguardia",Central America to US,Central America,5,31.3498645,-106.490093
51805,US-Mexico Border,24/06/2019,2019,Jun,1,,1,,1,,,Medical,Heart attack,"Instituto Nacional de Migración de México, Diario, La Patrona, Milenio		",Central America to US,Central America,3,25.89823686,-97.49920141
51794,US-Mexico Border,23/06/2019,2019,Jun,4,,4,,1,,3,Dehydration,"Dehydration, Exposure","Hidalgo County Sheriff's Office, Los Angeles Times",Central America to US,Northern America,5,26.1384047,-98.3287687
51808,North Africa,23/06/2019,2019,Jun,4,21,25,13,3,1,4,Drowning,Presumed drowning,"El Día, La Vanguardia, Público",Western African,Western Africa,3,24.29794268,-16.28385975
51793,US-Mexico Border,22/06/2019,2019,Jun,1,,1,,,1,,Unknown,,"Hoy Tamaulipas, Vox",Central America to US,Central America,3,27.479038,-99.4792669
51792,US-Mexico Border,21/06/2019,2019,Jun,1,,1,,,1,,Drowning,Drowning,"Zócalo, La estrella de la noticia",Central America to US,Central America,3,28.7110681,-100.513559
51815,Europe,21/06/2019,2019,Jun,1,,1,,,1,,Train,Hit by train,"IOM Skopje, North Macedonia Ministry of Interior",Central America to US,Northern America,3,29.3019486,-100.4242719
51806,US-Mexico Border,21/06/2019,2019,Jun,1,,1,,,1,,Vehicle,Vehicle Accident,"Zócalo, Informate",,Southern Europe,5,41.4219133,22.2548969
51791,US-Mexico Border,20/06/2019,2019,Jun,1,,1,,,1,,Medical,Heart attack,"Super Channel 12, Contrapunto, La Voz",Central America to US,Central America,3,27.8237754,-99.9745174
51820,Middle East,20/06/2019,2019,Jun,1,,1,2,,1,,Vehicle,Hit by vehicle,"Hurriyet, Hur Gazette	",Central America to US,Northern America,5,28.5225016,-99.8398913
51801,US-Mexico Border,20/06/2019,2019,Jun,1,,1,,,1,,Unknown,Unknown,"US Border Patrol, Reuters",Central America to US,Northern America,5,28.9085319,-100.6337614
51802,US-Mexico Border,20/06/2019,2019,Jun,1,,1,,,,,Unknown,Unknown,"US Border Patrol, Reuters",,Western Asia,3,41.3298,26.6452
51788,Mediterranean,19/06/2019,2019,Jun,,22,22,27,,,,Drowning,Drowning,"Caminando Fronteras, AP",Western Mediterranean,Uncategorized,4,35.85648769,-3.086911218
51790,US-Mexico Border,19/06/2019,2019,Jun,1,,1,,,1,,Unknown,Unknown,"El Heraldo, Tribuna",Central America to US,Northern America,3,32.7574944,-115.982532
51799,US-Mexico Border,19/06/2019,2019,Jun,1,,1,,,1,,Unknown,Unknown,"US Border Patrol, Reuters",Central America to US,Northern America,5,28.4799508,-99.8647247
51761,Mediterranean,17/06/2019,2019,Jun,12,,12,31,2,7,3,Drowning,Drowning,Turkish Coast Guard,Eastern Mediterranean,Uncategorized,5,36.96119053,27.40040387
